Nama PT,Prodies
STAIN Zawiyah Cot Kala Langsa,Komunikasi dan Penyiaran Islam (S1)
STAIN Zawiyah Cot Kala Langsa,Pendidikan Agama Islam (S1)
STAIN Zawiyah Cot Kala Langsa,Pendidikan Bahasa Arab (S1)
STAIN Zawiyah Cot Kala Langsa,Pendidikan Guru Madrasah Ibtidaiyah (S1)
STAIN Zawiyah Cot Kala Langsa,Pendidikan Guru Raudhatul Athfal (PGRA) (S1)
STAIN Zawiyah Cot Kala Langsa,Pendidikan Matematika (S1)
STAIN Zawiyah Cot Kala Langsa,Perbankan Syariah (S1)
STAIN Zawiyah Cot Kala Langsa,Tadris Bahasa Inggris (S1)
Universitas Papua,Agribisnis (S1)
Universitas Papua,Agroteknologi (S1)
Universitas Papua,Akuntansi (S1)
Universitas Papua,Antropologi (S1)
Universitas Papua,Biologi (S1)
Universitas Papua,Biologi (S2)
Universitas Papua,Budidaya Hutan (D3)
Universitas Papua,Budidaya Perikanan (D3)
Universitas Papua,Budidaya Tanaman Pangan (D3)
Universitas Papua,Budidaya Tanaman Perkebunan (D2)
Universitas Papua,Budidaya Tanaman Perkebunan (D3)
Universitas Papua,Budidaya Ternak (D3)
Universitas Papua,Ekonomi Pembangunan (S2)
Universitas Papua,Ekonomi Pembangunan (S1)
Universitas Papua,Ekowisata (D3)
Universitas Papua,Fisika (S1)
Universitas Papua,Ilmu Kelautan (S1)
Universitas Papua,Ilmu Lingkungan (S2)
Universitas Papua,Ilmu Lingkungan (S3)
Universitas Papua,Ilmu Lingkungan (S1)
Universitas Papua,Ilmu Pertanian (S3)
Universitas Papua,Ilmu Pertanian (S2)
Universitas Papua,Ilmu Peternakan (S2)
Universitas Papua,Ilmu Tanah (S1)
Universitas Papua,Kehutanan (S1)
Universitas Papua,Kehutanan (S2)
Universitas Papua,Kesehatan Hewan (D3)
Universitas Papua,Kewirausahaan (Kampus Kabupaten Kaimana) (S1)
Universitas Papua,Kimia (S1)
Universitas Papua,Konservasi Hutan (S1)
Universitas Papua,Konservasi Sumberdaya Hutan (D3)
Universitas Papua,Linguistik (S2)
Universitas Papua,Manajemen (S1)
Universitas Papua,Manajemen Hutan Alam Produksi (D3)
Universitas Papua,Manajemen Sumber Daya Perairan (S1)
Universitas Papua,Matematika (S1)
Universitas Papua,Nustrisi dan Teknologi Pakan Ternak (S1)
Universitas Papua,Pendidikan Bahasa Indonesia (S1)
Universitas Papua,Pendidikan Bahasa Inggris (S1)
Universitas Papua,Pendidikan Biologi (S1)
Universitas Papua,Pendidikan Dokter (S1)
Universitas Papua,Pendidikan Fisika (S1)
Universitas Papua,Pendidikan Guru Sekolah Dasar (S1)
Universitas Papua,Pendidikan Kimia (S1)
Universitas Papua,Pendidikan Matematika (S1)
Universitas Papua,Pendidikan Profesi Dokter (Profesi)
Universitas Papua,Pendidikan Profesi Guru (Profesi)
Universitas Papua,Pendidikan Sastra Indonesia (S1)
Universitas Papua,Peternakan (S1)
Universitas Papua,Sastra Indonesia (S1)
Universitas Papua,Sastra Inggris (S1)
Universitas Papua,Sumber Daya Akuatik (S2)
Universitas Papua,Teknik Elektro (S1)
Universitas Papua,Teknik Geologi (S1)
Universitas Papua,Teknik Geologi Terapan (D3)
Universitas Papua,Teknik Informatika (S1)
Universitas Papua,Teknik Komputer (D3)
Universitas Papua,Teknik Listrik (D3)
Universitas Papua,Teknik Perminyakan (S1)
Universitas Papua,Teknik Perminyakan Dan Gas Bumi (D3)
Universitas Papua,Teknik Pertambangan (S1)
Universitas Papua,Teknik Pertambangan (D3)
Universitas Papua,Teknik Pertanian dan Biosistem (S1)
Universitas Papua,Teknik Sipil (S1)
Universitas Papua,Teknologi Hasil Hutan (S1)
Universitas Papua,Teknologi Hasil Pertanian (S1)
Sekolah Tinggi Agama Hindu Bhatara Guru Kendari Sulawesi Tenggara,Ilmu Komunikasi Hindu (S1)
Sekolah Tinggi Agama Hindu Bhatara Guru Kendari Sulawesi Tenggara,Pendidikan Agama Hindu (S1)
Sekolah Tinggi Agama Hindu Bhatara Guru Kendari Sulawesi Tenggara,Penerangan Agama Hindu (S1)
STKIP Suluh Bangsa,Bimbingan Dan Konseling (S1)
Institut Citra Internasional,Ilmu Keperawatan (S1)
Institut Citra Internasional,Kebidanan (D3)
Institut Citra Internasional,Kebidanan (S1)
Institut Citra Internasional,Pariwisata (S1)
Institut Citra Internasional,Pendidikan Profesi Bidan (Profesi)
Institut Citra Internasional,Profesi Ners (Profesi)
Akademi Bahasa Asing St Pignatelli,Bahasa Inggris (D3)
Sekolah Tinggi Teknik Iskandar Thani,Teknik Elektro (S1)
Sekolah Tinggi Teknik Iskandar Thani,Teknik Mesin (S1)
Sekolah Tinggi Teknik Iskandar Thani,Teknik Sipil (S1)
Akademi Kebidanan Imelda,Kebidanan (D3)
Sekolah Tinggi Ilmu Tarbiyah Al Wafi Bogor,Manajemen Pendidikan Islam (S1)
Universitas Doktor Husni Ingratubun Papua,Agribisnis (S1)
Universitas Doktor Husni Ingratubun Papua,Akuntansi (S1)
Universitas Doktor Husni Ingratubun Papua,Hukum (S2)
Universitas Doktor Husni Ingratubun Papua,Ilmu Hukum (S1)
Universitas Doktor Husni Ingratubun Papua,Ilmu Komputer (S1)
Universitas Doktor Husni Ingratubun Papua,Kenotariatan (S2)
Universitas Doktor Husni Ingratubun Papua,Pendidikan Bahasa Inggris (S1)
Universitas Doktor Husni Ingratubun Papua,Pendidikan Guru Sekolah Dasar (S1)
Universitas Doktor Husni Ingratubun Papua,Sistem Informasi (S1)
Akademi Kebidanan Namira Madina Panyabungan,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Alma Ata Yogyakarta,Gizi (S1)
Sekolah Tinggi Ilmu Kesehatan Alma Ata Yogyakarta,Ilmu Keperawatan (S1)
Sekolah Tinggi Ilmu Kesehatan Alma Ata Yogyakarta,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Alma Ata Yogyakarta,Ners (Profesi)
Universitas Pamulang,Administrasi Negara (Kampus Kota Serang) (S1)
Universitas Pamulang,Administrasi Perkantoran (D3)
Universitas Pamulang,Akuntansi (S1)
Universitas Pamulang,Akuntansi (D3)
Universitas Pamulang,Akuntansi (S2)
Universitas Pamulang,Akuntansi (Kampus Kota Serang) (S1)
Universitas Pamulang,Akuntansi Perpajakan (D4)
Universitas Pamulang,Biologi (Kampus Kota Serang) (S1)
Universitas Pamulang,Ekonomi Syariah (S1)
Universitas Pamulang,Fisika (Kampus Kota Serang) (S1)
Universitas Pamulang,Hukum (Kampus Kota Serang) (S1)
Universitas Pamulang,Ilmu Hukum (S2)
Universitas Pamulang,Ilmu Hukum (S1)
Universitas Pamulang,Ilmu Komunikasi (S1)
Universitas Pamulang,Ilmu Pemerintahan (Kampus Kota Serang) (S1)
Universitas Pamulang,Kimia (Kampus Kota Serang) (S1)
Universitas Pamulang,Manajemen (S1)
Universitas Pamulang,Manajemen (S2)
Universitas Pamulang,Manajemen (Kampus Kota Serang) (S1)
Universitas Pamulang,Manajemen Pendidikan (S2)
Universitas Pamulang,Manajemen Pendidikan Islam (S1)
Universitas Pamulang,Matematika (S1)
Universitas Pamulang,Matematika (Kampus Kota Serang) (S1)
Universitas Pamulang,Pendidikan Ekonomi (S1)
Universitas Pamulang,Pendidikan Guru Sekolah Dasar (S1)
Universitas Pamulang,Pendidikan Jasmani (S1)
Universitas Pamulang,Pendidikan Pancasila Dan Kewarganegaraan (S1)
Universitas Pamulang,Pendidikan Profesi Guru (Profesi)
Universitas Pamulang,Sastra Indonesia (S1)
Universitas Pamulang,Sastra Inggris (S1)
Universitas Pamulang,Sekretari (D3)
Universitas Pamulang,Sistem Informasi (S1)
Universitas Pamulang,Sistem Informasi (Kampus Kota Serang) (S1)
Universitas Pamulang,Sistem Komputer (Kampus Kota Serang) (S1)
Universitas Pamulang,Teknik Elektro (S1)
Universitas Pamulang,Teknik Elektro (Kampus Kota Serang) (S1)
Universitas Pamulang,Teknik Industri (S1)
Universitas Pamulang,Teknik Informatika (S1)
Universitas Pamulang,Teknik Informatika (S2)
Universitas Pamulang,Teknik Kimia (S1)
Universitas Pamulang,Teknik Mesin (S1)
Universitas Pamulang,Teknik Mesin (Kampus Kota Serang) (S1)
Sekolah Tinggi Agama Islam Al Gazali Barru,Pendidikan Agama Islam (S1)
Sekolah Tinggi Sandi Negara,Manajemen Persandian (D4)
Sekolah Tinggi Sandi Negara,Rekayasa Keamanan Siber (D4)
Sekolah Tinggi Sandi Negara,Rekayasa Kriptografi (D4)
Sekolah Tinggi Sandi Negara,Rekayasa Perangkat Keras Kriptografi (D4)
Sekolah Tinggi Sandi Negara,Teknik Persandian (D4)
Akd Teknik Radiodiag. Dan Radioterapi Widya Dharma,Radiodiagnostik Dan Radioterapi (D3)
Universitas Werisar,Administrasi Publik (S1)
Universitas Werisar,Agribisnis (S1)
Universitas Werisar,Ilmu Komputer (S1)
Universitas Werisar,Pendidikan Guru Sekolah Dasar (S1)
Universitas Werisar,Perikanan Tangkap (S1)
Akademi Kebidanan Karsa Mulia,Kebidanan (D3)
Sekolah Tinggi Agama Islam Pangeran Dharma Kusuma Segeran Indramayu,Ekonomi Syariah (S1)
Sekolah Tinggi Agama Islam Pangeran Dharma Kusuma Segeran Indramayu,Hukum Ekonomi Syariah (Muamalah) (S1)
Sekolah Tinggi Agama Islam Pangeran Dharma Kusuma Segeran Indramayu,Pendidikan Agama Islam (S1)
Sekolah Tinggi Agama Islam Pangeran Dharma Kusuma Segeran Indramayu,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Sekolah Tinggi Agama Islam Pangeran Dharma Kusuma Segeran Indramayu,Pendidikan Islam Anak Usia Dini (S1)
Universitas Indonesia Membangun,Akuntansi (S1)
Universitas Indonesia Membangun,Ilmu Komunikasi (S1)
Universitas Indonesia Membangun,Manajemen (S1)
Universitas Indonesia Membangun,Manajemen (S2)
Universitas Indonesia Membangun,Psikologi (S1)
Universitas Indonesia Membangun,Sistem Informasi (Kampus Jakarta) (S1)
Universitas Indonesia Membangun,Sistem Komputer (Kampus Jakarta) (S1)
Akademi Informatika Dan Komputer Medicom,Komputerisasi Akuntansi (D3)
Akademi Informatika Dan Komputer Medicom,Manajemen Informatika (D3)
Akademi Informatika Dan Komputer Medicom,Teknik Komputer (D3)
Politeknik Adiguna Maritim Indonesia Medan,Ketatalaksanaan Pelayaran Niaga dan Pelabuhan (D3)
Politeknik Adiguna Maritim Indonesia Medan,Nautika (D3)
Politeknik Adiguna Maritim Indonesia Medan,Teknika (D3)
Politeknik Orang Tua,Manufaktur (D3)
Politeknik Orang Tua,Mekatronika (D3)
Politeknik Orang Tua,Teknik Pangan (D3)
Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,Ekonomi Syariah (S1)
Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,Hukum Ekonomi Syariah (Muamalah) (S1)
Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,Ilmu Tasawuf (S2)
Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,Ilmu Tasawuf (S1)
Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,Komunikasi dan Penyiaran Islam (S1)
Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,Manajemen Pendidikan Islam (S2)
Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,Pendidikan Agama Islam (S1)
Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,Pendidikan Islam Anak Usia Dini (S1)
Institut Seni Budaya Indonesia Bandung,Angklung dan Musik Bambu (D4)
Institut Seni Budaya Indonesia Bandung,Angklung dan Musik Bambu (S1)
Institut Seni Budaya Indonesia Bandung,Antropologi Budaya (S1)
Institut Seni Budaya Indonesia Bandung,Desain Interior (S1)
Institut Seni Budaya Indonesia Bandung,Desain Komunikasi Visual (S1)
Institut Seni Budaya Indonesia Bandung,Kriya (S1)
Institut Seni Budaya Indonesia Bandung,Kriya Seni (D3)
Institut Seni Budaya Indonesia Bandung,Penciptaan Dan Pengkajian Seni (S2)
Institut Seni Budaya Indonesia Bandung,Pendidikan Seni (S2)
Institut Seni Budaya Indonesia Bandung,Seni Karawitan (S1)
Institut Seni Budaya Indonesia Bandung,Seni Rupa Murni (S1)
Institut Seni Budaya Indonesia Bandung,Seni Tari (S1)
Institut Seni Budaya Indonesia Bandung,Seni Teater (S1)
Institut Seni Budaya Indonesia Bandung,Tari Sunda (D4)
Institut Seni Budaya Indonesia Bandung,Tata Rias dan Busana (D4)
Institut Seni Budaya Indonesia Bandung,Televisi dan Film (D4)
Institut Seni Budaya Indonesia Bandung,Televisi Dan Film (D4)
Politeknik Praktisi Bandung,Akuntansi (D3)
Politeknik Praktisi Bandung,Manajemen Informatika (D3)
Politeknik Praktisi Bandung,Perpajakan (D3)
Akademi Keperawatan Yapenas 21 Maros,Keperawatan (D3)
Sekolah Tinggi Teologi Istto Hikmat Wahyu,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Teologi Istto Hikmat Wahyu,Teologi (Akademik) (S1)
Sekolah Tinggi Pertanian Gunung Leuser,Agroteknologi (S1)
STAI Bani Saleh Bekasi,Pendidikan Guru Madrasah Ibtidaiyah (S1)
STAI Bani Saleh Bekasi,Pendidikan Islam Anak Usia Dini (PIAUD) (S1)
STAI Bani Saleh Bekasi,Perbankan Syari`ah (S1)
Institut Bisnis Dan Informatika Kesatuan,Akuntansi (S2)
Institut Bisnis Dan Informatika Kesatuan,Akuntansi (D3)
Institut Bisnis Dan Informatika Kesatuan,Akuntansi (S1)
Institut Bisnis Dan Informatika Kesatuan,Akuntansi Bisnis Digital (D4)
Institut Bisnis Dan Informatika Kesatuan,Biokewirausahaan (S1)
Institut Bisnis Dan Informatika Kesatuan,Bisnis Digital (D4)
Institut Bisnis Dan Informatika Kesatuan,Manajemen (S1)
Institut Bisnis Dan Informatika Kesatuan,Manajemen (S2)
Institut Bisnis Dan Informatika Kesatuan,Manajemen Pemasaran (D3)
Institut Bisnis Dan Informatika Kesatuan,Pariwisata (S1)
Institut Bisnis Dan Informatika Kesatuan,Perbankan dan Keuangan (D3)
Institut Bisnis Dan Informatika Kesatuan,Perbankan Dan Keuangan Digital (D4)
Institut Bisnis Dan Informatika Kesatuan,Sistem Informasi (S1)
Institut Bisnis Dan Informatika Kesatuan,Teknologi Informasi (S1)
Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Bekasi,Ilmu Administrasi Niaga (S1)
Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Bekasi,Ilmu Pemerintahan (S1)
Akademi Keperawatan Samawa,Keperawatan (D3)
Sekolah Tinggi Ilmu Kesehatan Husada Gemilang,Gizi (S1)
Sekolah Tinggi Ilmu Kesehatan Husada Gemilang,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Ibnu Sina Batam,Kesehatan Dan Keselamatan Kerja (S1)
Sekolah Tinggi Ilmu Kesehatan Ibnu Sina Batam,Kesehatan Lingkungan (S1)
Sekolah Tinggi Ilmu Kesehatan St. Elisabeth Keuskupan Maumere,Fisioterapi (S1)
Sekolah Tinggi Ilmu Kesehatan St. Elisabeth Keuskupan Maumere,Informatika Medis (S1)
Sekolah Tinggi Ilmu Kesehatan St. Elisabeth Keuskupan Maumere,Keperawatan (D3)
Universitas Halmahera,Agroteknologi (S1)
Universitas Halmahera,Akuntansi (S1)
Universitas Halmahera,Fisika (S1)
Universitas Halmahera,Ilmu Administrasi Negara (S1)
Universitas Halmahera,Ilmu Hukum (S1)
Universitas Halmahera,Ilmu Pemerintahan (S1)
Universitas Halmahera,Ilmu Teologi (S1)
Universitas Halmahera,Kehutanan (S1)
Universitas Halmahera,Manajemen (S1)
Universitas Halmahera,Manajemen Sumberdaya Perairan (S1)
Universitas Halmahera,Matematika (S1)
Universitas Halmahera,Pendidikan Agama Kristen (S1)
Universitas Halmahera,Pendidikan Agama Kristen (S2)
Universitas Halmahera,Pendidikan Bahasa Inggris (S1)
Universitas Halmahera,Pendidikan Guru Sekolah Dasar (S1)
Universitas Halmahera,Sistem dan Teknologi Informasi (S1)
Universitas Halmahera,Teologi (Akademik) (S2)
Sekolah Tinggi Ekonomi Islam Haji Abdul Malik Cikarang Barat,Ekonomi Syariah (S1)
Sekolah Tinggi Ekonomi Islam Haji Abdul Malik Cikarang Barat,Perbankan syariah (S1)
"STIT Al-Quraniyah, Manna, Bengkulu Selatan",Manajemen Pendidikan Islam (S1)
"STIT Al-Quraniyah, Manna, Bengkulu Selatan",Pendidikan Agama Islam (S1)
"STIT Al-Quraniyah, Manna, Bengkulu Selatan",Pendidikan Guru Madrasah Ibtidaiyah (S1)
"STIT Al-Quraniyah, Manna, Bengkulu Selatan",Pendidikan Islam Anak Usia Dini (S1)
STAI Al-Karimiyah Sawangan Depok,Ekonomi Syariah (S1)
STAI Al-Karimiyah Sawangan Depok,Hukum Ekonomi Syariah (Muamalah) (S1)
STAI Al-Karimiyah Sawangan Depok,Hukum Keluarga Islam (Ahwal Syakhshiyyah) (S1)
STAI Al-Karimiyah Sawangan Depok,Manajemen Pendidikan Islam (S1)
STAI Al-Karimiyah Sawangan Depok,Pendidikan Agama Islam (S2)
STAI Al-Karimiyah Sawangan Depok,Pendidikan Agama Islam (S1)
STAI Al-Karimiyah Sawangan Depok,Perbankan Syariah (S1)
Akademi Pelayaran Niaga Indonesia Semarang,Ketatalaksanaan Pelayaran Niaga Dan Kepel (D3)
Akademi Pelayaran Niaga Indonesia Semarang,Nautika (D3)
Akademi Pelayaran Niaga Indonesia Semarang,Teknika (D3)
Sekolah Tinggi Teologi Parausorat Nauli Jakarta,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Teologi Parausorat Nauli Jakarta,Pendidikan Agama Kristen (S2)
Sekolah Tinggi Teologi Parausorat Nauli Jakarta,Teologi (S1)
AMIK Veteran Purwokerto,Manajemen Informatika (D3)
AMIK Veteran Purwokerto,Manajemen Informatika (D1)
Akademi Keuangan Perbankan Nusantara,Keuangan Dan Perbankan (D3)
Sekolah Tinggi Pariwisata Pelita Harapan,Manajemen Perhotelan (D4)
Sekolah Tinggi Pariwisata Pelita Harapan,Manajemen Usaha Wisata (D4)
Sekolah Tinggi Pariwisata Pelita Harapan,Pariwisata (S2)
Sekolah Tinggi Pariwisata Pelita Harapan,Perhotelan (D3)
Sekolah Tinggi Pariwisata Pelita Harapan,Usaha Perjalanan Wisata (D3)
Institut Teknologi Harapan Bangsa,Desain Komunikasi Visual (S1)
Institut Teknologi Harapan Bangsa,Desain Produk (S1)
Institut Teknologi Harapan Bangsa,Informatika (S1)
Institut Teknologi Harapan Bangsa,Logistik (S1)
Institut Teknologi Harapan Bangsa,Sistem Informasi (S1)
Institut Teknologi Harapan Bangsa,Teknik Elektro (S1)
Institut Teknologi Harapan Bangsa,Teknik Industri (S1)
Institut Teknologi Harapan Bangsa,Teknik Komputer (S1)
STAI Tuanku Tambusai,Akuntansi Syari`ah (S1)
STAI Tuanku Tambusai,Hukum Keluarga (Akhwal Syahsiyyah) (S1)
STAI Tuanku Tambusai,Manajemen Bisnis Syariah (S1)
STAI Tuanku Tambusai,Pendidikan Agama Islam (S1)
STAI Tuanku Tambusai,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Politeknik Mitra Kusuma,Akuntansi (D3)
Politeknik Mitra Kusuma,Manajemen Informatika (D3)
Politeknik Mitra Kusuma,Sekretari (D3)
Politeknik Stibisnis,Akuntansi (D3)
Politeknik Stibisnis,Bisnis dan Manajemen Ritel (D4)
Politeknik Stibisnis,Manajemen (D3)
Politeknik Stibisnis,Manajemen Perusahaan (D3)
Politeknik Stibisnis,Manajemen Ritel (D4)
Sekolah Tinggi Teologi Tabernakel Lawang,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Teologi Tabernakel Lawang,Pendidikan Agama Kristen (S2)
Sekolah Tinggi Teologi Tabernakel Lawang,Teologi (S2)
Sekolah Tinggi Teologi Tabernakel Lawang,Teologi (Akademik) (S1)
Akademi Akuntansi Bima Sakapenta,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Cipasung,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Cipasung,Manajemen (S1)
Sekolah Tinggi llmu Kesehatan Budi Mulia Sriwijaya,Administrasi Kesehatan (S1)
Sekolah Tinggi llmu Kesehatan Budi Mulia Sriwijaya,Kebidanan (D3)
Sekolah Tinggi llmu Kesehatan Budi Mulia Sriwijaya,Kebidanan (S1)
Sekolah Tinggi llmu Kesehatan Budi Mulia Sriwijaya,Kebidanan (Kampus Kota Prabumulih) (D3)
Sekolah Tinggi llmu Kesehatan Budi Mulia Sriwijaya,Pendidikan Profesi Bidan (Profesi)
Universitas Muhammadiyah Bandung,Administrasi Publik (S1)
Universitas Muhammadiyah Bandung,Agribisnis (S1)
Universitas Muhammadiyah Bandung,Akuntansi (S1)
Universitas Muhammadiyah Bandung,Bioteknologi (S1)
Universitas Muhammadiyah Bandung,Ekonomi Syariah (S1)
Universitas Muhammadiyah Bandung,Farmasi (S1)
Universitas Muhammadiyah Bandung,Hukum Keluarga Islam (S1)
Universitas Muhammadiyah Bandung,Ilmu Komunikasi (S1)
Universitas Muhammadiyah Bandung,Komunikasi dan Penyiaran Islam (S1)
Universitas Muhammadiyah Bandung,Kriya (S1)
Universitas Muhammadiyah Bandung,Manajemen (S1)
Universitas Muhammadiyah Bandung,Pendidikan Agama Islam (S1)
Universitas Muhammadiyah Bandung,Pendidikan Islam Anak Usia Dini (S1)
Universitas Muhammadiyah Bandung,Psikologi (S1)
Universitas Muhammadiyah Bandung,Teknik Elektro (S1)
Universitas Muhammadiyah Bandung,Teknik Industri (S1)
Universitas Muhammadiyah Bandung,Teknik Informatika (S1)
Universitas Muhammadiyah Bandung,Teknologi Pangan (S1)
Sekolah Tinggi Ilmu Hukum Caritas Papua,Ilmu Hukum (S1)
Akademi Pertanian Muhammadiyah Pemalang,Budidaya Tanaman Perkebunan (D3)
Politeknik Kesehatan Bhakti Pertiwi Husada,Bidan Pendidik (D4)
Politeknik Kesehatan Bhakti Pertiwi Husada,Kebidanan (D3)
Politeknik Kesehatan Bhakti Pertiwi Husada,Kebidanan (D4)
Politeknik Kesehatan Bhakti Pertiwi Husada,Kesehatan Lingkungan (D3)
Politeknik Kesehatan Bhakti Pertiwi Husada,Keselamatan dan Kesehatan Kerja (D4)
Politeknik Kesehatan Bhakti Pertiwi Husada,Manajemen Informasi Kesehatan (D4)
Politeknik Kesehatan Bhakti Pertiwi Husada,Pendidikan Profesi Bidan (Profesi)
Politeknik Kesehatan Bhakti Pertiwi Husada,Teknologi Radiologi Pencitraan (D4)
Akademi Keperawatan Putra Pertiwi,Keperawatan (D3)
Akademi Komunikasi Radya Binatama,Penyiaran (D3)
Universitas Jakarta Internasional,Akuntansi (S1)
Universitas Jakarta Internasional,Farmasi (D3)
Universitas Jakarta Internasional,Manajemen (S1)
Universitas Jakarta Internasional,Psikologi (S1)
Universitas Jakarta Internasional,Rekayasa Perangkat Lunak (S1)
Universitas Jakarta Internasional,Sains Data (S1)
Universitas Jakarta Internasional,Sistem Informasi (S1)
Akademi Kebidanan Aisyah Kabupaten Pangkep,Kebidanan (D3)
Sekolah Tinggi Filsafat Theologia Surya Nusantara,Ilmu Teologi (S1)
Sekolah Tinggi Filsafat Theologia Surya Nusantara,Pendidikan Guru Agama (S1)
STIKES Sari Mulia,Bidan Pendidik (D4)
STIKES Sari Mulia,Farmasi (S1)
STIKES Sari Mulia,Ilmu Keperawatan (S1)
STIKES Sari Mulia,Profesi Ners (Profesi)
Universitas Kristen Papua,Agribisnis (S1)
Universitas Kristen Papua,Biologi (S1)
Universitas Kristen Papua,Hukum (S1)
Universitas Kristen Papua,Manajemen (S1)
Universitas Kristen Papua,Manajemen Sumber Daya Perairan (S1)
Universitas Kristen Papua,Matematika (S1)
Universitas Kristen Papua,Pendidikan Agama Kristen (S1)
Universitas Kristen Papua,Pendidikan Agama Kristen (S2)
Universitas Kristen Papua,Perikanan (S1)
Universitas Kristen Papua,Pertanian (S1)
Universitas Kristen Papua,Peternakan (S1)
Universitas Kristen Papua,Teknik Mesin (S1)
Universitas Kristen Papua,Teologi (Akademik) (S3)
Universitas Kristen Papua,Teologi (Akademik) (S1)
Universitas Kristen Papua,Teologi (Akademik) (S2)
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Surya Kasih,Pendidikan Guru Sekolah Dasar (S1)
Universitas Sari Mulia,Akuntansi (S1)
Universitas Sari Mulia,Bidan Pendidik (D4)
Universitas Sari Mulia,Farmasi (S1)
Universitas Sari Mulia,Hukum (S1)
Universitas Sari Mulia,Kebidanan (S1)
Universitas Sari Mulia,Kebidanan (D3)
Universitas Sari Mulia,Keperawatan (S1)
Universitas Sari Mulia,Manajemen (S1)
Universitas Sari Mulia,Pendidikan Bahasa Inggris (S1)
Universitas Sari Mulia,Pendidikan Profesi Apoteker (Profesi)
Universitas Sari Mulia,Pendidikan Profesi Bidan (Profesi)
Universitas Sari Mulia,Pendidikan Profesi Ners (Profesi)
Universitas Sari Mulia,Promosi Kesehatan (D4)
Universitas Sari Mulia,Sistem Informasi (S1)
Universitas Sari Mulia,Teknik Industri (S1)
Universitas Sari Mulia,Teknologi Informasi (S1)
Sekolah Tinggi Teknologi Pekanbaru,Sistem Informasi (S1)
Sekolah Tinggi Teknologi Pekanbaru,Teknik Elektro (S1)
Sekolah Tinggi Teknologi Pekanbaru,Teknik Elektronika (D3)
